featureNam,featureRef,featureAlt,POINT_X,POINT_Y,admin1_state,admin2_county,admin3_payam,admin4_boma,County_id,county_x_centroid,county_y_centroid,Boma_id,boma_x_centroid,boma_y_centroid,Payam_id,payam_x_centroid,payam_y_centroid
Tongar,Tongar,,28.11396534,8.622315854,Warrap,Gogrial West,Alek South,Ngapathian,42,28.10580194,8.57656553,1221,28.14182298,8.585838218,285,28.14947446,8.61208577
N'inakoi,Ninakoi,,28.28280607,8.623829441,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Agvar,Agvar,,28.15542852,8.628256812,Warrap,Gogrial West,Alek South,Ameeth,42,28.10580194,8.57656553,1219,28.23082566,8.591245006,285,28.14947446,8.61208577
Hal Ajak,Hal Ajak,Halajak,28.58,8.63,Warrap,Gogrial East,Toch East,Thuramon,41,28.59139128,8.600532026,1205,28.82166759,8.85098921,279,28.76969085,8.788344901
Kura Waich,Kura Waich,,28.20689106,8.630968949,Warrap,Gogrial West,Alek South,Ameeth,42,28.10580194,8.57656553,1219,28.23082566,8.591245006,285,28.14947446,8.61208577
Wun Rual,Wun Rual,,28.40747754,8.633032566,Warrap,Gogrial East,Toch West,Panacier,41,28.59139128,8.600532026,1209,28.38210015,8.582609405,281,28.32909235,8.462330446
Buhayrat Abu Shanab,Buhayrat Abu Shanab,,29.3,8.6333333,Warrap,Tonj North,Akop,Acholok,44,28.9168122,8.246538645,1276,29.36894959,8.458515933,302,29.27997532,8.413533565
Ashweir,Ashweir,,28.81013586,8.633751454,Warrap,Tonj North,Alabek,Mading,44,28.9168122,8.246538645,1281,28.8581842,8.543497367,303,29.04836605,8.584674128
Achier-Chok,Achier-Chok,,28.8092091,8.635135921,Warrap,Tonj North,Alabek,Mading,44,28.9168122,8.246538645,1281,28.8581842,8.543497367,303,29.04836605,8.584674128
Kaim,Kaim,,28.14857949,8.638044125,Warrap,Gogrial West,Alek South,Ameeth,42,28.10580194,8.57656553,1219,28.23082566,8.591245006,285,28.14947446,8.61208577
Tiet,Tiet,,28.35347494,8.638063859,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Majakliet,Majakliet,,28.38249364,8.639528468,Warrap,Gogrial East,Toch West,Panacier,41,28.59139128,8.600532026,1209,28.38210015,8.582609405,281,28.32909235,8.462330446
Majak,Majak,,28.86182,8.64,Warrap,Tonj North,Alabek,Adinydou,44,28.9168122,8.246538645,1279,28.91203982,8.64305656,303,29.04836605,8.584674128
Amom,Amom,,27.99436683,8.64006369,Warrap,Gogrial West,Alek South,Atukuel,42,28.10580194,8.57656553,1220,28.0130509,8.638783358,285,28.14947446,8.61208577
Dinka,Dinka,,29.11857595,8.641698159,Warrap,Tonj North,Alabek,Langkap,44,28.9168122,8.246538645,1280,29.09178637,8.58415307,303,29.04836605,8.584674128
Olang,Olang,,28.38717,8.65,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Nahr Aj Jur,Nahr Aj Jur,,29.3,8.65,Warrap,Tonj North,Akop,Acholok,44,28.9168122,8.246538645,1276,29.36894959,8.458515933,302,29.27997532,8.413533565
Fan N'om,Fan Nom,,28.35842716,8.651082961,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Abagar,Abagar,,28.25506136,8.65128305,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Rab Akon,Rab Akon,,28.22427606,8.652460556,Warrap,Gogrial West,Alek South,Ameeth,42,28.10580194,8.57656553,1219,28.23082566,8.591245006,285,28.14947446,8.61208577
Din Kar,Din Kar,,28.14816207,8.652928453,Warrap,Gogrial West,Alek South,Ameeth,42,28.10580194,8.57656553,1219,28.23082566,8.591245006,285,28.14947446,8.61208577
Monok,Monok,,28.30318833,8.653719835,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Atukuel,Atukuel,,27.99944,8.65472,Warrap,Gogrial West,Alek South,Atukuel,42,28.10580194,8.57656553,1220,28.0130509,8.638783358,285,28.14947446,8.61208577
Acierchok,Acierchok,,28.7457095,8.657060423,Warrap,Tonj North,Aliek,Patei,44,28.9168122,8.246538645,1282,28.82304643,8.610924616,304,28.81278994,8.558606593
Makwoich,Makwoich,,27.95832327,8.660738006,Warrap,Gogrial West,Alek West,Nyokthiang,42,28.10580194,8.57656553,1224,28.01406815,8.715640136,286,28.04839461,8.810958507
Alek,Alek,Elek 2,28.15026656,8.668677193,Warrap,Gogrial West,Alek South,Alek,42,28.10580194,8.57656553,1218,28.11989153,8.684647434,285,28.14947446,8.61208577
Agiork,Agiork,,28.00683388,8.668906513,Warrap,Gogrial West,Alek West,Nyokthiang,42,28.10580194,8.57656553,1224,28.01406815,8.715640136,286,28.04839461,8.810958507
War Ado,War Ado,,28.18828262,8.670060197,Warrap,Gogrial West,Alek South,Ameeth,42,28.10580194,8.57656553,1219,28.23082566,8.591245006,285,28.14947446,8.61208577
Rianko,Rianko,,27.98971241,8.673129962,Warrap,Gogrial West,Alek West,Nyokthiang,42,28.10580194,8.57656553,1224,28.01406815,8.715640136,286,28.04839461,8.810958507
Fan Makeir,Fan Makeir,,28.59339004,8.673584126,Warrap,Gogrial East,Toch East,Thuramon,41,28.59139128,8.600532026,1205,28.82166759,8.85098921,279,28.76969085,8.788344901
Maleit,Maleit,,28.33747858,8.677212575,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Alek 2,Alek 2,Alek 2,28.15472,8.67722,Warrap,Gogrial West,Alek South,Alek,42,28.10580194,8.57656553,1218,28.11989153,8.684647434,285,28.14947446,8.61208577
Agor,Agor,,28.55869822,8.68388517,Warrap,Gogrial East,Toch East,Thuramon,41,28.59139128,8.600532026,1205,28.82166759,8.85098921,279,28.76969085,8.788344901
Bolich,Bolich,,28.02632282,8.683982101,Warrap,Gogrial West,Alek West,Nyokthiang,42,28.10580194,8.57656553,1224,28.01406815,8.715640136,286,28.04839461,8.810958507
Mangok,Mangok,,28.2633333,8.684166691,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Mangok,Mangok,,28.73967,8.68417,Warrap,Tonj North,Aliek,Patei,44,28.9168122,8.246538645,1282,28.82304643,8.610924616,304,28.81278994,8.558606593
Maryal,Maryal,,28.1781535,8.68550444,Warrap,Gogrial West,Alek South,Alek,42,28.10580194,8.57656553,1218,28.11989153,8.684647434,285,28.14947446,8.61208577
Thuranom,Thuranom,,28.57311423,8.686074222,Warrap,Gogrial East,Toch East,Thuramon,41,28.59139128,8.600532026,1205,28.82166759,8.85098921,279,28.76969085,8.788344901
Ier,Ier,,28.2701436,8.698531443,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Jangyang,Jangyang,,28.27288751,8.700661535,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Agod Gak,Agod Gak,,28.02040402,8.702944503,Warrap,Gogrial West,Alek West,Nyokthiang,42,28.10580194,8.57656553,1224,28.01406815,8.715640136,286,28.04839461,8.810958507
Fan Gak,Fan Gak,Panjak,28.45692183,8.704538597,Warrap,Gogrial East,Toch North,Mangolapuk,41,28.59139128,8.600532026,1206,28.56656537,8.808604263,280,28.54515069,8.757233115
Adir,Adir,,28.3255325,8.708302974,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Fadwol,Fadwol,,28.03982409,8.710218695,Warrap,Gogrial West,Alek West,Nyokthiang,42,28.10580194,8.57656553,1224,28.01406815,8.715640136,286,28.04839461,8.810958507
Rodweng,Rodweng,,28.11225373,8.710821732,Warrap,Gogrial West,Alek South,Alek,42,28.10580194,8.57656553,1218,28.11989153,8.684647434,285,28.14947446,8.61208577
Dur Kwaich,Dur Kwaich,,28.21861824,8.721116104,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Dur,Dur,,28.26875342,8.721784038,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Mangol Apuk,Mangol Apuk,,28.456,8.723,Warrap,Gogrial East,Toch North,Mangolapuk,41,28.59139128,8.600532026,1206,28.56656537,8.808604263,280,28.54515069,8.757233115
Agon Iom,Agon Iom,,28.52953766,8.726692221,Warrap,Gogrial East,Toch North,Mangolapuk,41,28.59139128,8.600532026,1206,28.56656537,8.808604263,280,28.54515069,8.757233115
Majon Yom,Majon Yom,,28.54,8.73,Warrap,Gogrial East,Toch North,Mangolapuk,41,28.59139128,8.600532026,1206,28.56656537,8.808604263,280,28.54515069,8.757233115
Marol',Marol,,28.42154097,8.73049306,Warrap,Gogrial East,Toch North,Mangolapuk,41,28.59139128,8.600532026,1206,28.56656537,8.808604263,280,28.54515069,8.757233115
Majok,Majok,,28.20544278,8.732254571,Warrap,Gogrial West,Alek North,Malekngok,42,28.10580194,8.57656553,1216,28.13373254,8.747294376,284,28.29537706,8.732276882
Marial' Knop,Marial Knop,,28.5369348,8.735984619,Warrap,Gogrial East,Toch North,Mangolapuk,41,28.59139128,8.600532026,1206,28.56656537,8.808604263,280,28.54515069,8.757233115
Tottin,Tottin,,28.19091,8.74,Warrap,Gogrial West,Alek North,Malekngok,42,28.10580194,8.57656553,1216,28.13373254,8.747294376,284,28.29537706,8.732276882
Agurton,Agurton,,28.2477584,8.740059081,Warrap,Gogrial West,Alek North,Mankuaac,42,28.10580194,8.57656553,1217,28.30580961,8.676065033,284,28.29537706,8.732276882
Angwet,Angwet,,28.26908748,8.746196513,Warrap,Gogrial West,Alek North,Makuac,42,28.10580194,8.57656553,1215,28.36059376,8.795238558,284,28.29537706,8.732276882
